Předmět;Počátečnídatum;Začátek;Koncovédatum;Konec;Celodennízvlátníudálost;Připomenutízapnutočivypnuto;Počátečnídatum;Časpřipomenutí;Organizátorschůzek;Povinníúčastníci;Nepovinníúčastníci;Prostředkyproschůzku;Faktury;Kategorie;Popis;Priorita;Soukromé;Umístění;Utajení;Vzdálenost;Zobrazitčasjako
Vezmi a čti Ž 120–122;10.07.2015;0:00:00;11.07.2015;0:00:00;NEPRAVDA;NEPRAVDA;10.07.2015;6:00:00;;;;;;;http://www.vezmiacti.cz/index.php?page=cetba-bible-2015-07-10;Střední;NEPRAVDA;;Normální;;3
Vezmi a čti Ž 123–124;11.07.2015;0:00:00;12.07.2015;0:00:00;NEPRAVDA;NEPRAVDA;11.07.2015;6:00:00;;;;;;;http://www.vezmiacti.cz/index.php?page=cetba-bible-2015-07-11;Střední;NEPRAVDA;;Normální;;3
Vezmi a čti Ž 125–127;13.07.2015;0:00:00;14.07.2015;0:00:00;NEPRAVDA;NEPRAVDA;13.07.2015;6:00:00;;;;;;;http://www.vezmiacti.cz/index.php?page=cetba-bible-2015-07-13;Střední;NEPRAVDA;;Normální;;3
Vezmi a čti Ž 128–129;14.07.2015;0:00:00;15.07.2015;0:00:00;NEPRAVDA;NEPRAVDA;14.07.2015;6:00:00;;;;;;;http://www.vezmiacti.cz/index.php?page=cetba-bible-2015-07-14;Střední;NEPRAVDA;;Normální;;3
Vezmi a čti Ž 130–131;15.07.2015;0:00:00;16.07.2015;0:00:00;NEPRAVDA;NEPRAVDA;15.07.2015;6:00:00;;;;;;;http://www.vezmiacti.cz/index.php?page=cetba-bible-2015-07-15;Střední;NEPRAVDA;;Normální;;3
Vezmi a čti Iz 40;16.07.2015;0:00:00;17.07.2015;0:00:00;NEPRAVDA;NEPRAVDA;16.07.2015;6:00:00;;;;;;;http://www.vezmiacti.cz/index.php?page=cetba-bible-2015-07-16;Střední;NEPRAVDA;;Normální;;3
Vezmi a čti Iz 41;17.07.2015;0:00:00;18.07.2015;0:00:00;NEPRAVDA;NEPRAVDA;17.07.2015;6:00:00;;;;;;;http://www.vezmiacti.cz/index.php?page=cetba-bible-2015-07-17;Střední;NEPRAVDA;;Normální;;3
Vezmi a čti Iz 42;18.07.2015;0:00:00;19.07.2015;0:00:00;NEPRAVDA;NEPRAVDA;18.07.2015;6:00:00;;;;;;;http://www.vezmiacti.cz/index.php?page=cetba-bible-2015-07-18;Střední;NEPRAVDA;;Normální;;3
Vezmi a čti Iz 43;20.07.2015;0:00:00;21.07.2015;0:00:00;NEPRAVDA;NEPRAVDA;20.07.2015;6:00:00;;;;;;;http://www.vezmiacti.cz/index.php?page=cetba-bible-2015-07-20;Střední;NEPRAVDA;;Normální;;3
Vezmi a čti Iz 44;21.07.2015;0:00:00;22.07.2015;0:00:00;NEPRAVDA;NEPRAVDA;21.07.2015;6:00:00;;;;;;;http://www.vezmiacti.cz/index.php?page=cetba-bible-2015-07-21;Střední;NEPRAVDA;;Normální;;3
Vezmi a čti Iz 45;22.07.2015;0:00:00;23.07.2015;0:00:00;NEPRAVDA;NEPRAVDA;22.07.2015;6:00:00;;;;;;;http://www.vezmiacti.cz/index.php?page=cetba-bible-2015-07-22;Střední;NEPRAVDA;;Normální;;3
Vezmi a čti Iz 46;23.07.2015;0:00:00;24.07.2015;0:00:00;NEPRAVDA;NEPRAVDA;23.07.2015;6:00:00;;;;;;;http://www.vezmiacti.cz/index.php?page=cetba-bible-2015-07-23;Střední;NEPRAVDA;;Normální;;3
Vezmi a čti Iz 47;24.07.2015;0:00:00;25.07.2015;0:00:00;NEPRAVDA;NEPRAVDA;24.07.2015;6:00:00;;;;;;;http://www.vezmiacti.cz/index.php?page=cetba-bible-2015-07-24;Střední;NEPRAVDA;;Normální;;3
Vezmi a čti Iz 48;25.07.2015;0:00:00;26.07.2015;0:00:00;NEPRAVDA;NEPRAVDA;25.07.2015;6:00:00;;;;;;;http://www.vezmiacti.cz/index.php?page=cetba-bible-2015-07-25;Střední;NEPRAVDA;;Normální;;3
Vezmi a čti Iz 49;27.07.2015;0:00:00;28.07.2015;0:00:00;NEPRAVDA;NEPRAVDA;27.07.2015;6:00:00;;;;;;;http://www.vezmiacti.cz/index.php?page=cetba-bible-2015-07-27;Střední;NEPRAVDA;;Normální;;3
Vezmi a čti Iz 50;28.07.2015;0:00:00;29.07.2015;0:00:00;NEPRAVDA;NEPRAVDA;28.07.2015;6:00:00;;;;;;;http://www.vezmiacti.cz/index.php?page=cetba-bible-2015-07-28;Střední;NEPRAVDA;;Normální;;3
Vezmi a čti Iz 51;01.08.2015;0:00:00;02.08.2015;0:00:00;NEPRAVDA;NEPRAVDA;01.08.2015;6:00:00;;;;;;;http://www.vezmiacti.cz/index.php?page=cetba-bible-2015-08-01;Střední;NEPRAVDA;;Normální;;3
Vezmi a čti Iz 52;03.08.2015;0:00:00;04.08.2015;0:00:00;NEPRAVDA;NEPRAVDA;03.08.2015;6:00:00;;;;;;;http://www.vezmiacti.cz/index.php?page=cetba-bible-2015-08-03;Střední;NEPRAVDA;;Normální;;3
Vezmi a čti Iz 53;04.08.2015;0:00:00;05.08.2015;0:00:00;NEPRAVDA;NEPRAVDA;04.08.2015;6:00:00;;;;;;;http://www.vezmiacti.cz/index.php?page=cetba-bible-2015-08-04;Střední;NEPRAVDA;;Normální;;3
Vezmi a čti Iz 54;05.08.2015;0:00:00;06.08.2015;0:00:00;NEPRAVDA;NEPRAVDA;05.08.2015;6:00:00;;;;;;;http://www.vezmiacti.cz/index.php?page=cetba-bible-2015-08-05;Střední;NEPRAVDA;;Normální;;3
Vezmi a čti Iz 55;06.08.2015;0:00:00;07.08.2015;0:00:00;NEPRAVDA;NEPRAVDA;06.08.2015;6:00:00;;;;;;;http://www.vezmiacti.cz/index.php?page=cetba-bible-2015-08-06;Střední;NEPRAVDA;;Normální;;3
Vezmi a čti Iz 56;07.08.2015;0:00:00;08.08.2015;0:00:00;NEPRAVDA;NEPRAVDA;07.08.2015;6:00:00;;;;;;;http://www.vezmiacti.cz/index.php?page=cetba-bible-2015-08-07;Střední;NEPRAVDA;;Normální;;3
Vezmi a čti Iz 57;08.08.2015;0:00:00;09.08.2015;0:00:00;NEPRAVDA;NEPRAVDA;08.08.2015;6:00:00;;;;;;;http://www.vezmiacti.cz/index.php?page=cetba-bible-2015-08-08;Střední;NEPRAVDA;;Normální;;3
Vezmi a čti Iz 58;10.08.2015;0:00:00;11.08.2015;0:00:00;NEPRAVDA;NEPRAVDA;10.08.2015;6:00:00;;;;;;;http://www.vezmiacti.cz/index.php?page=cetba-bible-2015-08-10;Střední;NEPRAVDA;;Normální;;3
Vezmi a čti Iz 59;11.08.2015;0:00:00;12.08.2015;0:00:00;NEPRAVDA;NEPRAVDA;11.08.2015;6:00:00;;;;;;;http://www.vezmiacti.cz/index.php?page=cetba-bible-2015-08-11;Střední;NEPRAVDA;;Normální;;3
Vezmi a čti Iz 60;12.08.2015;0:00:00;13.08.2015;0:00:00;NEPRAVDA;NEPRAVDA;12.08.2015;6:00:00;;;;;;;http://www.vezmiacti.cz/index.php?page=cetba-bible-2015-08-12;Střední;NEPRAVDA;;Normální;;3
Vezmi a čti Iz 61;13.08.2015;0:00:00;14.08.2015;0:00:00;NEPRAVDA;NEPRAVDA;13.08.2015;6:00:00;;;;;;;http://www.vezmiacti.cz/index.php?page=cetba-bible-2015-08-13;Střední;NEPRAVDA;;Normální;;3
Vezmi a čti Iz 62;14.08.2015;0:00:00;15.08.2015;0:00:00;NEPRAVDA;NEPRAVDA;14.08.2015;6:00:00;;;;;;;http://www.vezmiacti.cz/index.php?page=cetba-bible-2015-08-14;Střední;NEPRAVDA;;Normální;;3
Vezmi a čti Iz 63;15.08.2015;0:00:00;16.08.2015;0:00:00;NEPRAVDA;NEPRAVDA;15.08.2015;6:00:00;;;;;;;http://www.vezmiacti.cz/index.php?page=cetba-bible-2015-08-15;Střední;NEPRAVDA;;Normální;;3
Vezmi a čti Iz 64;17.08.2015;0:00:00;18.08.2015;0:00:00;NEPRAVDA;NEPRAVDA;17.08.2015;6:00:00;;;;;;;http://www.vezmiacti.cz/index.php?page=cetba-bible-2015-08-17;Střední;NEPRAVDA;;Normální;;3
Vezmi a čti Iz 65;18.08.2015;0:00:00;19.08.2015;0:00:00;NEPRAVDA;NEPRAVDA;18.08.2015;6:00:00;;;;;;;http://www.vezmiacti.cz/index.php?page=cetba-bible-2015-08-18;Střední;NEPRAVDA;;Normální;;3
Vezmi a čti Iz 66;19.08.2015;0:00:00;20.08.2015;0:00:00;NEPRAVDA;NEPRAVDA;19.08.2015;6:00:00;;;;;;;http://www.vezmiacti.cz/index.php?page=cetba-bible-2015-08-19;Střední;NEPRAVDA;;Normální;;3
Vezmi a čti Jan 1;20.08.2015;0:00:00;21.08.2015;0:00:00;NEPRAVDA;NEPRAVDA;20.08.2015;6:00:00;;;;;;;http://www.vezmiacti.cz/index.php?page=cetba-bible-2015-08-20;Střední;NEPRAVDA;;Normální;;3
Vezmi a čti Jan 2;21.08.2015;0:00:00;22.08.2015;0:00:00;NEPRAVDA;NEPRAVDA;21.08.2015;6:00:00;;;;;;;http://www.vezmiacti.cz/index.php?page=cetba-bible-2015-08-21;Střední;NEPRAVDA;;Normální;;3
Vezmi a čti Jan 3;22.08.2015;0:00:00;23.08.2015;0:00:00;NEPRAVDA;NEPRAVDA;22.08.2015;6:00:00;;;;;;;http://www.vezmiacti.cz/index.php?page=cetba-bible-2015-08-22;Střední;NEPRAVDA;;Normální;;3
Vezmi a čti Jan 4;24.08.2015;0:00:00;25.08.2015;0:00:00;NEPRAVDA;NEPRAVDA;24.08.2015;6:00:00;;;;;;;http://www.vezmiacti.cz/index.php?page=cetba-bible-2015-08-24;Střední;NEPRAVDA;;Normální;;3
Vezmi a čti Jan 5;25.08.2015;0:00:00;26.08.2015;0:00:00;NEPRAVDA;NEPRAVDA;25.08.2015;6:00:00;;;;;;;http://www.vezmiacti.cz/index.php?page=cetba-bible-2015-08-25;Střední;NEPRAVDA;;Normální;;3
Vezmi a čti Jan 6;26.08.2015;0:00:00;27.08.2015;0:00:00;NEPRAVDA;NEPRAVDA;26.08.2015;6:00:00;;;;;;;http://www.vezmiacti.cz/index.php?page=cetba-bible-2015-08-26;Střední;NEPRAVDA;;Normální;;3
Vezmi a čti Jan 7;27.08.2015;0:00:00;28.08.2015;0:00:00;NEPRAVDA;NEPRAVDA;27.08.2015;6:00:00;;;;;;;http://www.vezmiacti.cz/index.php?page=cetba-bible-2015-08-27;Střední;NEPRAVDA;;Normální;;3
Vezmi a čti Jan 8;28.08.2015;0:00:00;29.08.2015;0:00:00;NEPRAVDA;NEPRAVDA;28.08.2015;6:00:00;;;;;;;http://www.vezmiacti.cz/index.php?page=cetba-bible-2015-08-28;Střední;NEPRAVDA;;Normální;;3
Vezmi a čti Jan 9;01.09.2015;0:00:00;02.09.2015;0:00:00;NEPRAVDA;NEPRAVDA;01.09.2015;6:00:00;;;;;;;http://www.vezmiacti.cz/index.php?page=cetba-bible-2015-09-01;Střední;NEPRAVDA;;Normální;;3
Vezmi a čti Jan 10;02.09.2015;0:00:00;03.09.2015;0:00:00;NEPRAVDA;NEPRAVDA;02.09.2015;6:00:00;;;;;;;http://www.vezmiacti.cz/index.php?page=cetba-bible-2015-09-02;Střední;NEPRAVDA;;Normální;;3
Vezmi a čti Jan 11;03.09.2015;0:00:00;04.09.2015;0:00:00;NEPRAVDA;NEPRAVDA;03.09.2015;6:00:00;;;;;;;http://www.vezmiacti.cz/index.php?page=cetba-bible-2015-09-03;Střední;NEPRAVDA;;Normální;;3
Vezmi a čti Jan 12;04.09.2015;0:00:00;05.09.2015;0:00:00;NEPRAVDA;NEPRAVDA;04.09.2015;6:00:00;;;;;;;http://www.vezmiacti.cz/index.php?page=cetba-bible-2015-09-04;Střední;NEPRAVDA;;Normální;;3
Vezmi a čti Jan 13;05.09.2015;0:00:00;06.09.2015;0:00:00;NEPRAVDA;NEPRAVDA;05.09.2015;6:00:00;;;;;;;http://www.vezmiacti.cz/index.php?page=cetba-bible-2015-09-05;Střední;NEPRAVDA;;Normální;;3
Vezmi a čti Jan 14;07.09.2015;0:00:00;08.09.2015;0:00:00;NEPRAVDA;NEPRAVDA;07.09.2015;6:00:00;;;;;;;http://www.vezmiacti.cz/index.php?page=cetba-bible-2015-09-07;Střední;NEPRAVDA;;Normální;;3
Vezmi a čti Jan 15;08.09.2015;0:00:00;09.09.2015;0:00:00;NEPRAVDA;NEPRAVDA;08.09.2015;6:00:00;;;;;;;http://www.vezmiacti.cz/index.php?page=cetba-bible-2015-09-08;Střední;NEPRAVDA;;Normální;;3
Vezmi a čti Jan 16;09.09.2015;0:00:00;10.09.2015;0:00:00;NEPRAVDA;NEPRAVDA;09.09.2015;6:00:00;;;;;;;http://www.vezmiacti.cz/index.php?page=cetba-bible-2015-09-09;Střední;NEPRAVDA;;Normální;;3
Vezmi a čti Jan 17;10.09.2015;0:00:00;11.09.2015;0:00:00;NEPRAVDA;NEPRAVDA;10.09.2015;6:00:00;;;;;;;http://www.vezmiacti.cz/index.php?page=cetba-bible-2015-09-10;Střední;NEPRAVDA;;Normální;;3
Vezmi a čti Jan 18;11.09.2015;0:00:00;12.09.2015;0:00:00;NEPRAVDA;NEPRAVDA;11.09.2015;6:00:00;;;;;;;http://www.vezmiacti.cz/index.php?page=cetba-bible-2015-09-11;Střední;NEPRAVDA;;Normální;;3
Vezmi a čti Jan 19;12.09.2015;0:00:00;13.09.2015;0:00:00;NEPRAVDA;NEPRAVDA;12.09.2015;6:00:00;;;;;;;http://www.vezmiacti.cz/index.php?page=cetba-bible-2015-09-12;Střední;NEPRAVDA;;Normální;;3
Vezmi a čti Jan 20;14.09.2015;0:00:00;15.09.2015;0:00:00;NEPRAVDA;NEPRAVDA;14.09.2015;6:00:00;;;;;;;http://www.vezmiacti.cz/index.php?page=cetba-bible-2015-09-14;Střední;NEPRAVDA;;Normální;;3
Vezmi a čti Jan 21;15.09.2015;0:00:00;16.09.2015;0:00:00;NEPRAVDA;NEPRAVDA;15.09.2015;6:00:00;;;;;;;http://www.vezmiacti.cz/index.php?page=cetba-bible-2015-09-15;Střední;NEPRAVDA;;Normální;;3
Vezmi a čti Ž 132;16.09.2015;0:00:00;17.09.2015;0:00:00;NEPRAVDA;NEPRAVDA;16.09.2015;6:00:00;;;;;;;http://www.vezmiacti.cz/index.php?page=cetba-bible-2015-09-16;Střední;NEPRAVDA;;Normální;;3
Vezmi a čti Ž 133–134;17.09.2015;0:00:00;18.09.2015;0:00:00;NEPRAVDA;NEPRAVDA;17.09.2015;6:00:00;;;;;;;http://www.vezmiacti.cz/index.php?page=cetba-bible-2015-09-17;Střední;NEPRAVDA;;Normální;;3
Vezmi a čti Ž 135;18.09.2015;0:00:00;19.09.2015;0:00:00;NEPRAVDA;NEPRAVDA;18.09.2015;6:00:00;;;;;;;http://www.vezmiacti.cz/index.php?page=cetba-bible-2015-09-18;Střední;NEPRAVDA;;Normální;;3
Vezmi a čti Ž 136;19.09.2015;0:00:00;20.09.2015;0:00:00;NEPRAVDA;NEPRAVDA;19.09.2015;6:00:00;;;;;;;http://www.vezmiacti.cz/index.php?page=cetba-bible-2015-09-19;Střední;NEPRAVDA;;Normální;;3
Vezmi a čti Ž 137–138;21.09.2015;0:00:00;22.09.2015;0:00:00;NEPRAVDA;NEPRAVDA;21.09.2015;6:00:00;;;;;;;http://www.vezmiacti.cz/index.php?page=cetba-bible-2015-09-21;Střední;NEPRAVDA;;Normální;;3
Vezmi a čti Ž 139;22.09.2015;0:00:00;23.09.2015;0:00:00;NEPRAVDA;NEPRAVDA;22.09.2015;6:00:00;;;;;;;http://www.vezmiacti.cz/index.php?page=cetba-bible-2015-09-22;Střední;NEPRAVDA;;Normální;;3
Vezmi a čti Ž 140;23.09.2015;0:00:00;24.09.2015;0:00:00;NEPRAVDA;NEPRAVDA;23.09.2015;6:00:00;;;;;;;http://www.vezmiacti.cz/index.php?page=cetba-bible-2015-09-23;Střední;NEPRAVDA;;Normální;;3
Vezmi a čti Ž 141;24.09.2015;0:00:00;25.09.2015;0:00:00;NEPRAVDA;NEPRAVDA;24.09.2015;6:00:00;;;;;;;http://www.vezmiacti.cz/index.php?page=cetba-bible-2015-09-24;Střední;NEPRAVDA;;Normální;;3
Vezmi a čti Ž 142;25.09.2015;0:00:00;26.09.2015;0:00:00;NEPRAVDA;NEPRAVDA;25.09.2015;6:00:00;;;;;;;http://www.vezmiacti.cz/index.php?page=cetba-bible-2015-09-25;Střední;NEPRAVDA;;Normální;;3
Vezmi a čti Ž 143;26.09.2015;0:00:00;27.09.2015;0:00:00;NEPRAVDA;NEPRAVDA;26.09.2015;6:00:00;;;;;;;http://www.vezmiacti.cz/index.php?page=cetba-bible-2015-09-26;Střední;NEPRAVDA;;Normální;;3
Vezmi a čti Ž 144;28.09.2015;0:00:00;29.09.2015;0:00:00;NEPRAVDA;NEPRAVDA;28.09.2015;6:00:00;;;;;;;http://www.vezmiacti.cz/index.php?page=cetba-bible-2015-09-28;Střední;NEPRAVDA;;Normální;;3
Vezmi a čti Ž 145;01.10.2015;0:00:00;02.10.2015;0:00:00;NEPRAVDA;NEPRAVDA;01.10.2015;6:00:00;;;;;;;http://www.vezmiacti.cz/index.php?page=cetba-bible-2015-10-01;Střední;NEPRAVDA;;Normální;;3
Vezmi a čti Ž 146;02.10.2015;0:00:00;03.10.2015;0:00:00;NEPRAVDA;NEPRAVDA;02.10.2015;6:00:00;;;;;;;http://www.vezmiacti.cz/index.php?page=cetba-bible-2015-10-02;Střední;NEPRAVDA;;Normální;;3
Vezmi a čti Ž 147;03.10.2015;0:00:00;04.10.2015;0:00:00;NEPRAVDA;NEPRAVDA;03.10.2015;6:00:00;;;;;;;http://www.vezmiacti.cz/index.php?page=cetba-bible-2015-10-03;Střední;NEPRAVDA;;Normální;;3
Vezmi a čti Ž 148;05.10.2015;0:00:00;06.10.2015;0:00:00;NEPRAVDA;NEPRAVDA;05.10.2015;6:00:00;;;;;;;http://www.vezmiacti.cz/index.php?page=cetba-bible-2015-10-05;Střední;NEPRAVDA;;Normální;;3
Vezmi a čti Ž 149–150;06.10.2015;0:00:00;07.10.2015;0:00:00;NEPRAVDA;NEPRAVDA;06.10.2015;6:00:00;;;;;;;http://www.vezmiacti.cz/index.php?page=cetba-bible-2015-10-06;Střední;NEPRAVDA;;Normální;;3
